state,district,cluster,cluster_label,mgnrega_gap_pct,health_insurance_gap_pct,combined_gap_score
bihar,sheikhpura,0,High-gap Rural Low-literacy,10.191869300911854,90.3,50.24593465045592
bihar,sheohar,0,High-gap Rural Low-literacy,15.233144700791232,81.9,48.56657235039562
bihar,sitamarhi,0,High-gap Rural Low-literacy,27.521063202650183,79.3,53.41053160132509
bihar,siwan,0,High-gap Rural Low-literacy,25.127578523682885,91.8,58.46378926184144
bihar,supaul,0,High-gap Rural Low-literacy,18.732642244580312,85.8,52.26632112229015
bihar,vaishali,0,High-gap Rural Low-literacy,16.437978449370533,86.5,51.46898922468527
chandigarh,chandigarh,2,Moderate-gap Mixed,11.038350670510088,67.8,39.41917533525504
chhattisgarh,balod,1,Moderate-gap Rural,6.935129932627526,20.5,13.717564966313763
chhattisgarh,baloda bazar,1,Moderate-gap Rural,13.123731183487688,33.900000000000006,23.51186559174385
chhattisgarh,balrampur,1,Moderate-gap Rural,16.27372637529102,37.7,26.98686318764551
chhattisgarh,bastar,1,Moderate-gap Rural,22.535953891747422,30.700000000000003,26.617976945873714
chhattisgarh,bemetara,1,Moderate-gap Rural,31.802034833591996,36.6,34.201017416796
chhattisgarh,bijapur,1,Moderate-gap Rural,0.9406751884627991,26.5,13.720337594231399
chhattisgarh,bilaspur,1,Moderate-gap Rural,13.937449979991994,39.6,26.768724989996
chhattisgarh,dakshin bastar dantewada,1,Moderate-gap Rural,21.572778052351335,26.0,23.78638902617567
chhattisgarh,dantewada,1,Moderate-gap Rural,9.885735854236009,17.799999999999997,13.842867927118004
chhattisgarh,dhamtari,1,Moderate-gap Rural,6.540698745972885,13.200000000000003,9.870349372986444
chhattisgarh,durg,1,Moderate-gap Rural,10.598148013829453,33.0,21.799074006914726
chhattisgarh,gariyaband,1,Moderate-gap Rural,6.604077253218884,20.200000000000003,13.402038626609443
chhattisgarh,janjgir  champa,1,Moderate-gap Rural,21.572778052351335,26.0,23.78638902617567
chhattisgarh,jashpur,1,Moderate-gap Rural,19.5569881188861,19.400000000000006,19.47849405944305
chhattisgarh,kabeerdham,1,Moderate-gap Rural,21.572778052351335,27.900000000000006,24.736389026175672
chhattisgarh,kodagaon,1,Moderate-gap Rural,21.572778052351335,19.400000000000006,20.486389026175672
chhattisgarh,korba,1,Moderate-gap Rural,15.599703964105649,39.4,27.499851982052824
chhattisgarh,koriya,1,Moderate-gap Rural,21.572778052351335,37.2,29.38638902617567
chhattisgarh,mahasamund,1,Moderate-gap Rural,28.38145574369515,23.799999999999997,26.090727871847573
chhattisgarh,mungeli,1,Moderate-gap Rural,24.115053671835067,32.0,28.057526835917535
chhattisgarh,narayanpur,1,Moderate-gap Rural,10.868924889543447,16.900000000000006,13.884462444771726
chhattisgarh,raigarh,1,Moderate-gap Rural,38.35129685001043,33.7,36.025648425005215
chhattisgarh,raipur,1,Moderate-gap Rural,15.850580046403712,23.099999999999994,19.475290023201854
chhattisgarh,rajnandgaon,1,Moderate-gap Rural,6.266546095837443,19.200000000000003,12.733273047918722
chhattisgarh,sukma,1,Moderate-gap Rural,5.316569192835164,21.900000000000006,13.608284596417585
chhattisgarh,surajpur,1,Moderate-gap Rural,12.075113495666528,24.299999999999997,18.187556747833263
chhattisgarh,surguja,1,Moderate-gap Rural,25.482699679380204,34.900000000000006,30.191349839690105
chhattisgarh,uttar bastar kanker,1,Moderate-gap Rural,21.572778052351335,15.200000000000003,18.38638902617567
dadra and nagar haveli & daman and diu,dadra  nagar haveli,1,Moderate-gap Rural,11.038350670510088,41.2,26.119175335255044
dadra and nagar haveli & daman and diu,daman,2,Moderate-gap Mixed,11.038350670510088,67.1,39.06917533525504
dadra and nagar haveli & daman and diu,diu,1,Moderate-gap Rural,11.038350670510088,36.0,23.519175335255042
delhi,central,2,Moderate-gap Mixed,11.038350670510088,77.4,44.219175335255045
delhi,east,2,Moderate-gap Mixed,11.038350670510088,69.3,40.16917533525504
delhi,new delhi,2,Moderate-gap Mixed,11.038350670510088,74.8,42.91917533525504
delhi,north,2,Moderate-gap Mixed,11.038350670510088,81.9,46.469175335255045
delhi,north east,2,Moderate-gap Mixed,11.038350670510088,80.6,45.81917533525504
delhi,north west,2,Moderate-gap Mixed,11.038350670510088,71.8,41.41917533525504
delhi,shahdara,2,Moderate-gap Mixed,11.038350670510088,78.5,44.76917533525504
delhi,south,2,Moderate-gap Mixed,11.038350670510088,71.3,41.16917533525504
